"","ref","tooth","tribe","species"
"2129","DSCN3241","UM1","Tragelaphini","Taurotragus oryx"
"2130","DSCN3245","UM1","Tragelaphini","Taurotragus oryx"
"2131","DSCN3249","UM1","Tragelaphini","Taurotragus oryx"
"2132","DSCN3253","UM1","Tragelaphini","Taurotragus oryx"
"2133","DSCN3257","UM1","Tragelaphini","Taurotragus oryx"
"2134","DSCN3261","UM1","Tragelaphini","Taurotragus oryx"
"2135","DSCN3265","UM1","Tragelaphini","Taurotragus oryx"
"2136","DSCN3269","UM1","Tragelaphini","Taurotragus oryx"
"2137","DSCN3275","UM1","Tragelaphini","Taurotragus oryx"
"2138","DSCN3278","UM1","Tragelaphini","Taurotragus oryx"
"2139","DSCN3282","UM1","Tragelaphini","Taurotragus oryx"
"2140","DSCN3285","UM1","Tragelaphini","Taurotragus oryx"
"2141","DSCN4855","UM1","Tragelaphini","Taurotragus oryx"
"2142","DSCN4859","UM1","Tragelaphini","Taurotragus oryx"
"2143","DSCN4863","UM1","Tragelaphini","Taurotragus oryx"
"2144","DSCN4867","UM1","Tragelaphini","Taurotragus oryx"
"2145","DSCN4871","UM1","Tragelaphini","Taurotragus oryx"
"2146","DSCN4874","UM1","Tragelaphini","Taurotragus oryx"
"2147","DSCN4878","UM1","Tragelaphini","Taurotragus oryx"
"2148","DSCN4882","UM1","Tragelaphini","Taurotragus oryx"
"2149","DSCN4886","UM1","Tragelaphini","Taurotragus oryx"
"2150","DSCN4889","UM1","Tragelaphini","Taurotragus oryx"
"2151","DSCN4893","UM1","Tragelaphini","Taurotragus oryx"
"2152","DSCN4897","UM1","Tragelaphini","Taurotragus oryx"
"2153","DSCN7361","UM1","Tragelaphini","Taurotragus oryx"
"2154","DSCN7365","UM1","Tragelaphini","Taurotragus oryx"
"2155","DSCN7369","UM1","Tragelaphini","Taurotragus oryx"
"2156","DSCN7373","UM1","Tragelaphini","Taurotragus oryx"
"2157","DSCN7377","UM1","Tragelaphini","Taurotragus oryx"
"2158","DSCN7381","UM1","Tragelaphini","Taurotragus oryx"
"2159","DSCN3236","UM2","Tragelaphini","Taurotragus oryx"
"2160","DSCN3240","UM2","Tragelaphini","Taurotragus oryx"
"2161","DSCN3244","UM2","Tragelaphini","Taurotragus oryx"
"2162","DSCN3248","UM2","Tragelaphini","Taurotragus oryx"
"2163","DSCN3252","UM2","Tragelaphini","Taurotragus oryx"
"2164","DSCN3256","UM2","Tragelaphini","Taurotragus oryx"
"2165","DSCN3260","UM2","Tragelaphini","Taurotragus oryx"
"2166","DSCN3264","UM2","Tragelaphini","Taurotragus oryx"
"2167","DSCN3268","UM2","Tragelaphini","Taurotragus oryx"
"2168","DSCN3273","UM2","Tragelaphini","Taurotragus oryx"
"2169","DSCN3277","UM2","Tragelaphini","Taurotragus oryx"
"2170","DSCN3281","UM2","Tragelaphini","Taurotragus oryx"
"2171","DSCN3284","UM2","Tragelaphini","Taurotragus oryx"
"2172","DSCN4854","UM2","Tragelaphini","Taurotragus oryx"
"2173","DSCN4858","UM2","Tragelaphini","Taurotragus oryx"
"2174","DSCN4862","UM2","Tragelaphini","Taurotragus oryx"
"2175","DSCN4866","UM2","Tragelaphini","Taurotragus oryx"
"2176","DSCN4870","UM2","Tragelaphini","Taurotragus oryx"
"2177","DSCN4873","UM2","Tragelaphini","Taurotragus oryx"
"2178","DSCN4877","UM2","Tragelaphini","Taurotragus oryx"
"2179","DSCN4881","UM2","Tragelaphini","Taurotragus oryx"
"2180","DSCN4885","UM2","Tragelaphini","Taurotragus oryx"
"2181","DSCN4888","UM2","Tragelaphini","Taurotragus oryx"
"2182","DSCN4892","UM2","Tragelaphini","Taurotragus oryx"
"2183","DSCN4896","UM2","Tragelaphini","Taurotragus oryx"
"2184","DSCN7360","UM2","Tragelaphini","Taurotragus oryx"
"2185","DSCN7364","UM2","Tragelaphini","Taurotragus oryx"
"2186","DSCN7368","UM2","Tragelaphini","Taurotragus oryx"
"2187","DSCN7372","UM2","Tragelaphini","Taurotragus oryx"
"2188","DSCN7376","UM2","Tragelaphini","Taurotragus oryx"
"2189","DSCN7380","UM2","Tragelaphini","Taurotragus oryx"
"2190","DSCN3235","UM3","Tragelaphini","Taurotragus oryx"
"2191","DSCN3239","UM3","Tragelaphini","Taurotragus oryx"
"2192","DSCN3243","UM3","Tragelaphini","Taurotragus oryx"
"2193","DSCN3247","UM3","Tragelaphini","Taurotragus oryx"
"2194","DSCN3251","UM3","Tragelaphini","Taurotragus oryx"
"2195","DSCN3255","UM3","Tragelaphini","Taurotragus oryx"
"2196","DSCN3259","UM3","Tragelaphini","Taurotragus oryx"
"2197","DSCN3263","UM3","Tragelaphini","Taurotragus oryx"
"2198","DSCN3267","UM3","Tragelaphini","Taurotragus oryx"
"2199","DSCN3271","UM3","Tragelaphini","Taurotragus oryx"
"2200","DSCN3276","UM3","Tragelaphini","Taurotragus oryx"
"2201","DSCN3280","UM3","Tragelaphini","Taurotragus oryx"
"2202","DSCN4853","UM3","Tragelaphini","Taurotragus oryx"
"2203","DSCN4857","UM3","Tragelaphini","Taurotragus oryx"
"2204","DSCN4861","UM3","Tragelaphini","Taurotragus oryx"
"2205","DSCN4865","UM3","Tragelaphini","Taurotragus oryx"
"2206","DSCN4869","UM3","Tragelaphini","Taurotragus oryx"
"2207","DSCN4876","UM3","Tragelaphini","Taurotragus oryx"
"2208","DSCN4880","UM3","Tragelaphini","Taurotragus oryx"
"2209","DSCN4884","UM3","Tragelaphini","Taurotragus oryx"
"2210","DSCN4887","UM3","Tragelaphini","Taurotragus oryx"
"2211","DSCN4891","UM3","Tragelaphini","Taurotragus oryx"
"2212","DSCN4895","UM3","Tragelaphini","Taurotragus oryx"
"2213","DSCN7359","UM3","Tragelaphini","Taurotragus oryx"
"2214","DSCN7363","UM3","Tragelaphini","Taurotragus oryx"
"2215","DSCN7367","UM3","Tragelaphini","Taurotragus oryx"
"2216","DSCN7371","UM3","Tragelaphini","Taurotragus oryx"
"2217","DSCN7375","UM3","Tragelaphini","Taurotragus oryx"
"2218","DSCN7379","UM3","Tragelaphini","Taurotragus oryx"
"2219","DSCN3334","LM1","Tragelaphini","Tragelaphus scriptus"
"2220","DSCN3339","LM1","Tragelaphini","Tragelaphus scriptus"
"2221","DSCN5049","LM1","Tragelaphini","Tragelaphus scriptus"
"2222","DSCN5053","LM1","Tragelaphini","Tragelaphus scriptus"
"2223","DSCN5058","LM1","Tragelaphini","Tragelaphus scriptus"
"2224","DSCN5063","LM1","Tragelaphini","Tragelaphus scriptus"
"2225","DSCN5067","LM1","Tragelaphini","Tragelaphus scriptus"
"2226","DSCN5071","LM1","Tragelaphini","Tragelaphus scriptus"
"2227","DSCN5075","LM1","Tragelaphini","Tragelaphus scriptus"
"2228","DSCN5079","LM1","Tragelaphini","Tragelaphus scriptus"
"2229","DSCN5083","LM1","Tragelaphini","Tragelaphus scriptus"
"2230","DSCN5087","LM1","Tragelaphini","Tragelaphus scriptus"
"2231","DSCN5091","LM1","Tragelaphini","Tragelaphus scriptus"
"2232","DSCN5095","LM1","Tragelaphini","Tragelaphus scriptus"
"2233","DSCN5100","LM1","Tragelaphini","Tragelaphus scriptus"
"2234","DSCN5104","LM1","Tragelaphini","Tragelaphus scriptus"
"2235","DSCN5111","LM1","Tragelaphini","Tragelaphus scriptus"
"2236","DSCN5115","LM1","Tragelaphini","Tragelaphus scriptus"
"2237","DSCN5119","LM1","Tragelaphini","Tragelaphus scriptus"
"2238","DSCN5123","LM1","Tragelaphini","Tragelaphus scriptus"
"2239","DSCN5127","LM1","Tragelaphini","Tragelaphus scriptus"
"2240","DSCN5131","LM1","Tragelaphini","Tragelaphus scriptus"
"2241","DSCN5139","LM1","Tragelaphini","Tragelaphus scriptus"
"2242","DSCN5143","LM1","Tragelaphini","Tragelaphus scriptus"
"2243","DSCN5147","LM1","Tragelaphini","Tragelaphus scriptus"
"2244","DSCN5151","LM1","Tragelaphini","Tragelaphus scriptus"
"2245","DSCN5155","LM1","Tragelaphini","Tragelaphus scriptus"
"2246","DSCN5159","LM1","Tragelaphini","Tragelaphus scriptus"
"2247","DSCN3333","LM2","Tragelaphini","Tragelaphus scriptus"
"2248","DSCN3338","LM2","Tragelaphini","Tragelaphus scriptus"
"2249","DSCN5044","LM2","Tragelaphini","Tragelaphus scriptus"
"2250","DSCN5048","LM2","Tragelaphini","Tragelaphus scriptus"
"2251","DSCN5052","LM2","Tragelaphini","Tragelaphus scriptus"
"2252","DSCN5057","LM2","Tragelaphini","Tragelaphus scriptus"
"2253","DSCN5062","LM2","Tragelaphini","Tragelaphus scriptus"
"2254","DSCN5066","LM2","Tragelaphini","Tragelaphus scriptus"
"2255","DSCN5070","LM2","Tragelaphini","Tragelaphus scriptus"
"2256","DSCN5074","LM2","Tragelaphini","Tragelaphus scriptus"
"2257","DSCN5078","LM2","Tragelaphini","Tragelaphus scriptus"
"2258","DSCN5082","LM2","Tragelaphini","Tragelaphus scriptus"
"2259","DSCN5086","LM2","Tragelaphini","Tragelaphus scriptus"
"2260","DSCN5090","LM2","Tragelaphini","Tragelaphus scriptus"
"2261","DSCN5094","LM2","Tragelaphini","Tragelaphus scriptus"
"2262","DSCN5099","LM2","Tragelaphini","Tragelaphus scriptus"
"2263","DSCN5103","LM2","Tragelaphini","Tragelaphus scriptus"
"2264","DSCN5108","LM2","Tragelaphini","Tragelaphus scriptus"
"2265","DSCN5113","LM2","Tragelaphini","Tragelaphus scriptus"
"2266","DSCN5118","LM2","Tragelaphini","Tragelaphus scriptus"
"2267","DSCN5122","LM2","Tragelaphini","Tragelaphus scriptus"
"2268","DSCN5126","LM2","Tragelaphini","Tragelaphus scriptus"
"2269","DSCN5130","LM2","Tragelaphini","Tragelaphus scriptus"
"2270","DSCN5134","LM2","Tragelaphini","Tragelaphus scriptus"
"2271","DSCN5138","LM2","Tragelaphini","Tragelaphus scriptus"
"2272","DSCN5142","LM2","Tragelaphini","Tragelaphus scriptus"
"2273","DSCN5146","LM2","Tragelaphini","Tragelaphus scriptus"
"2274","DSCN5150","LM2","Tragelaphini","Tragelaphus scriptus"
"2275","DSCN5154","LM2","Tragelaphini","Tragelaphus scriptus"
"2276","DSCN5158","LM2","Tragelaphini","Tragelaphus scriptus"
"2277","DSCN3332","LM3","Tragelaphini","Tragelaphus scriptus"
"2278","DSCN3337","LM3","Tragelaphini","Tragelaphus scriptus"
"2279","DSCN5043","LM3","Tragelaphini","Tragelaphus scriptus"
"2280","DSCN5047","LM3","Tragelaphini","Tragelaphus scriptus"
"2281","DSCN5055","LM3","Tragelaphini","Tragelaphus scriptus"
"2282","DSCN5056","LM3","Tragelaphini","Tragelaphus scriptus"
"2283","DSCN5061","LM3","Tragelaphini","Tragelaphus scriptus"
"2284","DSCN5073","LM3","Tragelaphini","Tragelaphus scriptus"
"2285","DSCN5081","LM3","Tragelaphini","Tragelaphus scriptus"
"2286","DSCN5085","LM3","Tragelaphini","Tragelaphus scriptus"
"2287","DSCN5089","LM3","Tragelaphini","Tragelaphus scriptus"
"2288","DSCN5093","LM3","Tragelaphini","Tragelaphus scriptus"
"2289","DSCN5097","LM3","Tragelaphini","Tragelaphus scriptus"
"2290","DSCN5102","LM3","Tragelaphini","Tragelaphus scriptus"
"2291","DSCN5107","LM3","Tragelaphini","Tragelaphus scriptus"
"2292","DSCN5117","LM3","Tragelaphini","Tragelaphus scriptus"
"2293","DSCN5121","LM3","Tragelaphini","Tragelaphus scriptus"
"2294","DSCN5125","LM3","Tragelaphini","Tragelaphus scriptus"
"2295","DSCN5133","LM3","Tragelaphini","Tragelaphus scriptus"
"2296","DSCN5141","LM3","Tragelaphini","Tragelaphus scriptus"
"2297","DSCN5153","LM3","Tragelaphini","Tragelaphus scriptus"
"2298","DSCN5157","LM3","Tragelaphini","Tragelaphus scriptus"
"2299","DSCN3324","UM1","Tragelaphini","Tragelaphus scriptus"
"2300","DSCN3326","UM1","Tragelaphini","Tragelaphus scriptus"
"2301","DSCN3329","UM1","Tragelaphini","Tragelaphus scriptus"
"2302","DSCN4923","UM1","Tragelaphini","Tragelaphus scriptus"
"2303","DSCN4927","UM1","Tragelaphini","Tragelaphus scriptus"
"2304","DSCN4931","UM1","Tragelaphini","Tragelaphus scriptus"
"2305","DSCN4935","UM1","Tragelaphini","Tragelaphus scriptus"
"2306","DSCN4939","UM1","Tragelaphini","Tragelaphus scriptus"
"2307","DSCN4943","UM1","Tragelaphini","Tragelaphus scriptus"
"2308","DSCN4947","UM1","Tragelaphini","Tragelaphus scriptus"
"2309","DSCN4951","UM1","Tragelaphini","Tragelaphus scriptus"
"2310","DSCN4955","UM1","Tragelaphini","Tragelaphus scriptus"
"2311","DSCN4959","UM1","Tragelaphini","Tragelaphus scriptus"
"2312","DSCN4963","UM1","Tragelaphini","Tragelaphus scriptus"
"2313","DSCN4967","UM1","Tragelaphini","Tragelaphus scriptus"
"2314","DSCN4971","UM1","Tragelaphini","Tragelaphus scriptus"
"2315","DSCN4975","UM1","Tragelaphini","Tragelaphus scriptus"
"2316","DSCN4980","UM1","Tragelaphini","Tragelaphus scriptus"
"2317","DSCN4984","UM1","Tragelaphini","Tragelaphus scriptus"
"2318","DSCN4988","UM1","Tragelaphini","Tragelaphus scriptus"
"2319","DSCN4992","UM1","Tragelaphini","Tragelaphus scriptus"
"2320","DSCN4996","UM1","Tragelaphini","Tragelaphus scriptus"
"2321","DSCN5000","UM1","Tragelaphini","Tragelaphus scriptus"
"2322","DSCN5004","UM1","Tragelaphini","Tragelaphus scriptus"
"2323","DSCN5008","UM1","Tragelaphini","Tragelaphus scriptus"
"2324","DSCN5012","UM1","Tragelaphini","Tragelaphus scriptus"
"2325","DSCN5016","UM1","Tragelaphini","Tragelaphus scriptus"
"2326","DSCN5024","UM1","Tragelaphini","Tragelaphus scriptus"
"2327","DSCN5027","UM1","Tragelaphini","Tragelaphus scriptus"
"2328","DSCN5031","UM1","Tragelaphini","Tragelaphus scriptus"
"2329","DSCN5035","UM1","Tragelaphini","Tragelaphus scriptus"
"2330","DSCN5041","UM1","Tragelaphini","Tragelaphus scriptus"
"2331","DSCN3323","UM2","Tragelaphini","Tragelaphus scriptus"
"2332","DSCN3325","UM2","Tragelaphini","Tragelaphus scriptus"
"2333","DSCN3328","UM2","Tragelaphini","Tragelaphus scriptus"
"2334","DSCN4922","UM2","Tragelaphini","Tragelaphus scriptus"
"2335","DSCN4926","UM2","Tragelaphini","Tragelaphus scriptus"
"2336","DSCN4930","UM2","Tragelaphini","Tragelaphus scriptus"
"2337","DSCN4934","UM2","Tragelaphini","Tragelaphus scriptus"
"2338","DSCN4938","UM2","Tragelaphini","Tragelaphus scriptus"
"2339","DSCN4942","UM2","Tragelaphini","Tragelaphus scriptus"
"2340","DSCN4946","UM2","Tragelaphini","Tragelaphus scriptus"
"2341","DSCN4950","UM2","Tragelaphini","Tragelaphus scriptus"
"2342","DSCN4954","UM2","Tragelaphini","Tragelaphus scriptus"
"2343","DSCN4958","UM2","Tragelaphini","Tragelaphus scriptus"
"2344","DSCN4962","UM2","Tragelaphini","Tragelaphus scriptus"
"2345","DSCN4966","UM2","Tragelaphini","Tragelaphus scriptus"
"2346","DSCN4970","UM2","Tragelaphini","Tragelaphus scriptus"
"2347","DSCN4974","UM2","Tragelaphini","Tragelaphus scriptus"
"2348","DSCN4979","UM2","Tragelaphini","Tragelaphus scriptus"
"2349","DSCN4983","UM2","Tragelaphini","Tragelaphus scriptus"
"2350","DSCN4987","UM2","Tragelaphini","Tragelaphus scriptus"
"2351","DSCN4991","UM2","Tragelaphini","Tragelaphus scriptus"
"2352","DSCN4995","UM2","Tragelaphini","Tragelaphus scriptus"
"2353","DSCN4999","UM2","Tragelaphini","Tragelaphus scriptus"
"2354","DSCN5003","UM2","Tragelaphini","Tragelaphus scriptus"
"2355","DSCN5007","UM2","Tragelaphini","Tragelaphus scriptus"
"2356","DSCN5011","UM2","Tragelaphini","Tragelaphus scriptus"
"2357","DSCN5015","UM2","Tragelaphini","Tragelaphus scriptus"
"2358","DSCN5023","UM2","Tragelaphini","Tragelaphus scriptus"
"2359","DSCN5026","UM2","Tragelaphini","Tragelaphus scriptus"
"2360","DSCN5030","UM2","Tragelaphini","Tragelaphus scriptus"
"2361","DSCN5034","UM2","Tragelaphini","Tragelaphus scriptus"
"2362","DSCN5040","UM2","Tragelaphini","Tragelaphus scriptus"
"2363","DSCN3327","UM3","Tragelaphini","Tragelaphus scriptus"
"2364","DSCN4925","UM3","Tragelaphini","Tragelaphus scriptus"
"2365","DSCN4929","UM3","Tragelaphini","Tragelaphus scriptus"
"2366","DSCN4933","UM3","Tragelaphini","Tragelaphus scriptus"
"2367","DSCN4937","UM3","Tragelaphini","Tragelaphus scriptus"
"2368","DSCN4941","UM3","Tragelaphini","Tragelaphus scriptus"
"2369","DSCN4949","UM3","Tragelaphini","Tragelaphus scriptus"
"2370","DSCN4953","UM3","Tragelaphini","Tragelaphus scriptus"
"2371","DSCN4957","UM3","Tragelaphini","Tragelaphus scriptus"
"2372","DSCN4961","UM3","Tragelaphini","Tragelaphus scriptus"
"2373","DSCN4965","UM3","Tragelaphini","Tragelaphus scriptus"
"2374","DSCN4969","UM3","Tragelaphini","Tragelaphus scriptus"
"2375","DSCN4973","UM3","Tragelaphini","Tragelaphus scriptus"
"2376","DSCN4978","UM3","Tragelaphini","Tragelaphus scriptus"
"2377","DSCN4986","UM3","Tragelaphini","Tragelaphus scriptus"
"2378","DSCN4990","UM3","Tragelaphini","Tragelaphus scriptus"
"2379","DSCN4994","UM3","Tragelaphini","Tragelaphus scriptus"
"2380","DSCN4998","UM3","Tragelaphini","Tragelaphus scriptus"
"2381","DSCN5002","UM3","Tragelaphini","Tragelaphus scriptus"
"2382","DSCN5006","UM3","Tragelaphini","Tragelaphus scriptus"
"2383","DSCN5010","UM3","Tragelaphini","Tragelaphus scriptus"
"2384","DSCN5014","UM3","Tragelaphini","Tragelaphus scriptus"
"2385","DSCN5025","UM3","Tragelaphini","Tragelaphus scriptus"
"2386","DSCN5029","UM3","Tragelaphini","Tragelaphus scriptus"
"2387","DSCN5033","UM3","Tragelaphini","Tragelaphus scriptus"
"2388","DSCN3361","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2389","DSCN3366","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2390","DSCN3370","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2391","DSCN4345","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2392","DSCN5241","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2393","DSCN5244","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2394","DSCN5248","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2395","DSCN5256","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2396","DSCN5260","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2397","DSCN5264","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2398","DSCN5268","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2399","DSCN5272","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2400","DSCN5284","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2401","DSCN5288","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2402","DSCN5292","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2403","DSCN5295","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2404","DSCN5299","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2405","DSCN5303","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2406","DSCN5311","LM1","Tragelaphini","Tragelaphus strepsiceros"
"2407","DSCN3360","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2408","DSCN3365","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2409","DSCN3369","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2410","DSCN4339","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2411","DSCN4343","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2412","DSCN5240","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2413","DSCN5243","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2414","DSCN5247","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2415","DSCN5251","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2416","DSCN5255","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2417","DSCN5259","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2418","DSCN5263","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2419","DSCN5267","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2420","DSCN5271","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2421","DSCN5275","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2422","DSCN5279","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2423","DSCN5283","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2424","DSCN5287","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2425","DSCN5291","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2426","DSCN5294","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2427","DSCN5298","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2428","DSCN5302","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2429","DSCN5306","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2430","DSCN5310","LM2","Tragelaphini","Tragelaphus strepsiceros"
"2431","DSCN3359","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2432","DSCN3364","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2433","DSCN3368","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2434","DSCN4338","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2435","DSCN5239","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2436","DSCN5246","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2437","DSCN5250","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2438","DSCN5262","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2439","DSCN5266","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2440","DSCN5270","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2441","DSCN5274","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2442","DSCN5278","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2443","DSCN5282","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2444","DSCN5286","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2445","DSCN5290","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2446","DSCN5293","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2447","DSCN5297","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2448","DSCN5301","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2449","DSCN5305","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2450","DSCN5309","LM3","Tragelaphini","Tragelaphus strepsiceros"
"2451","DSCN3347","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2452","DSCN3351","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2453","DSCN3354","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2454","DSCN3357","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2455","DSCN4331","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2456","DSCN4333","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2457","DSCN4336","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2458","DSCN5163","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2459","DSCN5167","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2460","DSCN5169","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2461","DSCN5171","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2462","DSCN5175","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2463","DSCN5179","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2464","DSCN5183","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2465","DSCN5187","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2466","DSCN5191","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2467","DSCN5195","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2468","DSCN5199","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2469","DSCN5203","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2470","DSCN5207","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2471","DSCN5211","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2472","DSCN5215","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2473","DSCN5219","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2474","DSCN5223","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2475","DSCN5226","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2476","DSCN5230","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2477","DSCN5233","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2478","DSCN5238","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2479","DSCN5315","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2480","DSCN5318","UM1","Tragelaphini","Tragelaphus strepsiceros"
"2481","DSCN3346","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2482","DSCN3350","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2483","DSCN3353","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2484","DSCN3356","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2485","DSCN4330","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2486","DSCN4335","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2487","DSCN5162","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2488","DSCN5166","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2489","DSCN5168","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2490","DSCN5174","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2491","DSCN5178","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2492","DSCN5182","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2493","DSCN5186","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2494","DSCN5190","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2495","DSCN5194","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2496","DSCN5198","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2497","DSCN5202","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2498","DSCN5206","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2499","DSCN5210","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2500","DSCN5214","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2501","DSCN5218","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2502","DSCN5221","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2503","DSCN5222","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2504","DSCN5225","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2505","DSCN5229","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2506","DSCN5232","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2507","DSCN5237","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2508","DSCN5314","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2509","DSCN5317","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2510","DSCN5321","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2511","DSCN5324","UM2","Tragelaphini","Tragelaphus strepsiceros"
"2512","DSCN3345","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2513","DSCN3349","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2514","DSCN3355","UM3","Tragelaphini","Tragelaphus strepsiceros"
